project_id,project_name,status,next_step,year,item,item_status
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Levantamento de specs,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Extração de texto do pdf,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Aprimorar detecção de itálico,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,"Implementar adaptação automática para negritos, itálicos e afins",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Regra para conversão de barrar,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Ajustes de responsividade,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Otimizar layout,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Adicionar campo de busca de usuários,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Controle de usuários no acesso de documentos,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Remover linhas vazias ao importar o pdf,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Campo para legenda na caixa de descrição de imagens,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Função sublinhado,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Inserir quadro vazio,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Exibir símbolos de formatação,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Adicionar estilos de títulos,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Menu inserir,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Menu layout,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Menu referências,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Menu Revisão,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Menu exibir,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Controle de zoom,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Exibir número de páginas e linhas,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Ver em braille,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Formatação de maiúsculas e minúsculas,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Gerenciar status do documento,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Exportar pdf,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Resumo semanal por e-mail,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Modal informativo ao acessar documento,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Contexto matemático,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Contexto informático,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Setas para cima e para baixo,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Arrastar elementos de imagem,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2023,Otimização para pcs lentos,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Inserção de caracteres especiais,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Visualizar documentos em listas,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Bloquear edição simultânea,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Converter ponto em sinal de multiplicação,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Inserir numeração automaticamente ao importar pdf,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Ajustes de usabilidade ao colar,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Localizar e substituir somente na seleção,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,<F-> e <F+> encadeado em um bloco de texto,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Ajustar exportação de nota de rodapé,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Substituir apóstrofes na exportação,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar solicitação de descrição de todas as imagens,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Salvar posição do cursor ao sair da página,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Adicionar regra de parênteses simples,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Quebrar linhas no contexto informático ao exportar txt,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Remover negrito dos números na importação,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Criar visualização otimizada para edição,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Ajustes na gestão de usuário,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Criar menu de contexto na listagem para executar ações,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Exibir que o documento está sendo editado para outra pessoa na listagem,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar módulo focado na descrição de imagens e exportação de DOCX,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Substituir as fontes do sistema por fontes OpenSource,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Adicionar botão de desativar no cadastro de usuário,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,"Implementar funcionalidade de apagar formatação, copiar formatação e sublinhar texto",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,"Implementar marcadores de textos (lista de bullets, setas ou quadrados)",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Inserir funcionalidade para Quadros e Tabelas,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Opção de Notas e Letras Estrangeiras,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Inserir opções de modelos de títulos,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar regra do bloco de recuo na conversão,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Permitir texto nos lados da seta,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,"Implementar funcionalidade 'Quebra de Parte'",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar todo o alfabeto grego nos símbolos,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar visualização de histórico de alteração dos documentos em Braille,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar nova funcionalidade - Figuras,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar funcionalidade de: Identificação,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar funcionalidade de: Paginação,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Inserir nova funcionalidade de Sumário,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar funcionalidade Capa e Folha de Rosto,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Implementar funcionalidade de Ficha Técnica,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2024,Ajustes no cadastro de figuras,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,Implementar avaliação de imagens destacadas pela API,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,Editar formatação do docx exportado,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,Adicionar novo parâmetro nas chamadas de descrição de imagem,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,"Permitir que a grade braille seja editável em documentos do tipo 'arco'",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,"Criar ambiente 'beta' para o editor no ambiente de produção",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,Pausar notificações por email,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,"Edição da função 'Dicionário'",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,Corrigir quebra de linha em links,Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2025,"Espaço em palavras com 'fi'",Concluído
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Erro de espaço no contexto ao aplicar recuo,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Erro em caractere,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,"Separar a plataforma em ecossistema de produção com divisão por área (braille, digital e áudio)",Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Implementar funcionalidade de Identificação,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Copiar comportamento do word na movimentação de parágrafos entre páginas,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,"Implementar funcionalidade 'Quebra de Parte'",Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Melhorias no sumário,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Corrigir Representação de ângulo,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Grafia química,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,"Localizar e substituir somente na seleção (copiar comportamento do word ao mostrar lista)",Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Reestruturar recuo,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,"Criar modo desenho para visualização e edição de figuras no editor (retomar)",Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Adicionar atalhos,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Sincronizar destaque entre visualização em braille e versão em tinta,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Modelos de página,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Sinal de grau no corretor,Planejado
plataforma-braille,Plataforma Braille,Aguardando fundos,Correção de erros reportados na Central de ajuda,2026,Contexto em tabelas,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Levantamento de specs,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Desenho inicial de funcionalidade,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Mapeamento completo de alfabeto,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Implementado MVP,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Correção de atalhos,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Implementada função arrastar,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Ajuste fino na sidebar,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Correção no encoding,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Implementada caixa de texto,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2025,Implementada ferramenta de seleção,Concluído
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Criação de login e autenticação,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Migração para domínio personalizado,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Lançamento oficial da ferramenta,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Implementar forma geométrica triângulo,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Implementar forma geométrica quadrado,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Implementar forma geométrica círculo,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Implementar forma linha,Planejado
puncao,Punção,Em teste com o departamento de Atendimento,Levantamento de feedback e correções com base na experiência do Atendimento,2026,Implementar modo mesa de luz,Planejado
